2011,10,13,0,0,23:40,Luoteis,0,6,9,na
2011,10,13,0,5,23:50,Luoteis,0,7,10,na
2011,10,13,0,10,23:50,Luoteis,0,7,10,na
2011,10,13,0,15,0:00,Luoteis,0,6,9,na
2011,10,13,0,20,0:00,Luoteis,0,6,9,na
2011,10,13,0,25,0:10,Luoteis,0,6,10,na
2011,10,13,0,30,0:10,Luoteis,0,6,10,na
2011,10,13,0,35,0:20,Luoteis,0,6,9,na
2011,10,13,0,40,0:20,Luoteis,0,6,9,na
2011,10,13,0,45,0:30,Luoteis,0,6,10,na
2011,10,13,0,50,0:30,Luoteis,0,6,10,na
2011,10,13,0,55,0:40,Luoteis,0,6,9,na
2011,10,13,1,0,0:40,Luoteis,0,6,9,na
2011,10,13,1,5,0:50,Luoteis,0,6,9,na
2011,10,13,1,10,0:50,Luoteis,0,6,9,na
2011,10,13,1,15,1:00,Luoteis,0,6,10,na
2011,10,13,1,20,1:00,Luoteis,0,6,10,na
2011,10,13,1,25,1:10,Luoteis,0,6,9,na
2011,10,13,1,30,1:10,Luoteis,0,6,9,na
2011,10,13,1,35,1:10,Luoteis,0,6,9,na
2011,10,13,1,40,1:20,Luoteis,0,6,9,na
2011,10,13,1,45,1:30,Luoteis,0,6,9,na
2011,10,13,1,50,1:30,Luoteis,0,6,9,na
2011,10,13,1,55,1:30,Luoteis,0,6,9,na
2011,10,13,2,0,1:40,Luoteis,0,6,9,na
2011,10,13,2,5,1:50,Luoteis,0,5,9,na
2011,10,13,2,10,1:50,Luoteis,0,5,9,na
2011,10,13,2,15,2:00,Luoteis,0,6,8,na
2011,10,13,2,20,2:00,Luoteis,0,6,8,na
2011,10,13,2,25,2:10,Luoteis,0,5,9,na
2011,10,13,2,30,2:10,Luoteis,0,5,9,na
2011,10,13,2,35,2:20,Luoteis,0,6,8,na
2011,10,13,2,40,2:20,Luoteis,0,6,8,na
2011,10,13,2,45,2:30,Luoteis,0,6,9,na
2011,10,13,2,50,2:30,Luoteis,0,6,9,na
2011,10,13,2,55,2:40,Luoteis,0,6,9,na
2011,10,13,3,0,2:40,Luoteis,0,6,9,na
2011,10,13,3,5,2:40,Luoteis,0,6,9,na
2011,10,13,3,10,2:40,Luoteis,0,6,9,na
2011,10,13,3,15,3:00,Luoteis,0,6,9,na
2011,10,13,3,20,3:00,Luoteis,0,6,9,na
2011,10,13,3,25,3:10,Luoteis,0,6,10,na
2011,10,13,3,30,3:10,Luoteis,0,6,10,na
2011,10,13,3,35,3:20,Luoteis,0,6,10,na
2011,10,13,3,40,3:20,Luoteis,0,6,10,na
2011,10,13,3,45,3:30,Luoteis,0,6,9,na
2011,10,13,3,50,3:30,Luoteis,0,6,9,na
2011,10,13,3,55,3:40,Luoteis,0,6,10,na
2011,10,13,4,0,3:40,Luoteis,0,6,10,na
2011,10,13,4,5,3:50,Luoteis,0,6,10,na
2011,10,13,4,10,3:50,Luoteis,0,6,10,na
2011,10,13,4,15,4:00,Luoteis,0,6,10,na
2011,10,13,4,20,4:00,Luoteis,0,6,10,na
2011,10,13,4,25,4:10,Luoteis,0,7,10,na
2011,10,13,4,30,4:10,Luoteis,0,7,10,na
2011,10,13,4,35,4:20,Luoteis,0,6,10,na
2011,10,13,4,40,4:20,Luoteis,0,6,10,na
2011,10,13,4,45,4:30,Luoteis,0,6,10,na
2011,10,13,4,50,4:30,Luoteis,0,6,10,na
2011,10,13,4,55,4:40,Luoteis,0,6,10,na
2011,10,13,5,0,4:40,Luoteis,0,6,10,na
2011,10,13,5,5,4:50,Luoteis,0,6,9,na
2011,10,13,5,10,4:50,Luoteis,0,6,9,na
2011,10,13,5,15,5:00,Luoteis,0,7,10,na
2011,10,13,5,20,5:00,Luoteis,0,7,10,na
2011,10,13,5,25,5:10,Luoteis,0,6,9,na
2011,10,13,5,30,5:10,Luoteis,0,6,9,na
2011,10,13,5,35,5:20,Luoteis,0,6,10,na
2011,10,13,5,40,5:20,Luoteis,0,6,10,na
2011,10,13,5,45,5:30,Luoteis,0,6,9,na
2011,10,13,5,50,5:30,Luoteis,0,6,9,na
2011,10,13,5,55,5:40,Luoteis,0,6,10,na
2011,10,13,6,0,5:40,Luoteis,0,6,10,na
2011,10,13,6,5,5:50,Luoteis,0,6,10,na
2011,10,13,6,10,5:50,Luoteis,0,6,10,na
2011,10,13,6,15,6:00,Luoteis,0,6,9,na
2011,10,13,6,20,6:00,Luoteis,0,6,9,na
2011,10,13,6,25,6:10,Luoteis,0,7,10,na
2011,10,13,6,30,6:10,Luoteis,0,7,10,na
2011,10,13,6,35,6:20,Luoteis,0,6,9,na
2011,10,13,6,40,6:20,Luoteis,0,6,9,na
2011,10,13,6,45,6:30,Luoteis,0,7,10,na
2011,10,13,6,50,6:30,Luoteis,0,7,10,na
2011,10,13,7,0,6:40,Luoteis,0,7,12,na
2011,10,13,7,5,6:50,Luoteis,0,7,11,na
2011,10,13,7,10,6:50,Luoteis,0,7,11,na
2011,10,13,7,15,7:00,Luoteis,0,7,11,na
2011,10,13,7,20,7:00,Luoteis,0,7,11,na
2011,10,13,7,25,7:10,Luoteis,0,7,11,na
2011,10,13,7,30,7:10,Luoteis,0,7,11,na
2011,10,13,7,35,7:20,Pohjois,0,7,12,na
2011,10,13,7,40,7:20,Pohjois,0,7,12,na
2011,10,13,7,45,7:30,Luoteis,0,7,12,na
2011,10,13,7,50,7:30,Luoteis,0,7,12,na
2011,10,13,7,55,7:40,Luoteis,0,8,13,na
2011,10,13,8,0,7:40,Luoteis,0,8,13,na
2011,10,13,8,5,7:50,Luoteis,0,8,12,na
2011,10,13,8,10,7:50,Luoteis,0,8,12,na
2011,10,13,8,15,8:00,Luoteis,0,8,14,na
2011,10,13,8,20,8:00,Luoteis,0,8,14,na
2011,10,13,8,25,8:10,Pohjois,0,8,14,na
2011,10,13,8,30,8:10,Pohjois,0,8,14,na
2011,10,13,8,35,8:20,Luoteis,0,9,14,na
2011,10,13,8,40,8:20,Luoteis,0,9,14,na
2011,10,13,8,45,8:30,Luoteis,0,8,12,na
2011,10,13,8,50,8:30,Luoteis,0,8,12,na
2011,10,13,8,55,8:40,Luoteis,0,9,14,na
2011,10,13,9,0,8:40,Luoteis,0,9,14,na
2011,10,13,9,5,8:50,Luoteis,0,9,14,na
2011,10,13,9,10,8:50,Luoteis,0,9,14,na
2011,10,13,9,15,9:00,Luoteis,0,9,13,na
2011,10,13,9,20,9:00,Luoteis,0,9,13,na
2011,10,13,9,25,9:10,Luoteis,0,8,13,na
2011,10,13,9,30,9:10,Luoteis,0,8,13,na
2011,10,13,9,40,9:20,Luoteis,0,8,14,na
2011,10,13,9,45,9:30,Luoteis,0,8,14,na
2011,10,13,9,50,9:30,Luoteis,0,8,14,na
2011,10,13,9,55,9:40,Luoteis,0,9,13,na
2011,10,13,10,0,9:40,Luoteis,0,9,13,na
2011,10,13,10,5,9:50,Pohjois,0,8,14,na
2011,10,13,10,10,9:50,Pohjois,0,8,14,na
2011,10,13,10,15,10:00,Luoteis,0,9,14,na
2011,10,13,10,20,10:00,Luoteis,0,9,14,na
2011,10,13,10,25,10:10,Luoteis,0,9,16,na
2011,10,13,10,30,10:10,Luoteis,0,9,16,na
2011,10,13,10,35,10:20,Luoteis,0,8,13,na
2011,10,13,10,40,10:20,Luoteis,0,8,13,na
2011,10,13,10,45,10:30,Luoteis,0,8,14,na
2011,10,13,10,50,10:30,Luoteis,0,8,14,na
2011,10,13,10,55,10:40,Pohjois,0,8,13,na
2011,10,13,11,0,10:40,Pohjois,0,8,13,na
2011,10,13,11,5,10:50,Luoteis,0,9,13,na
2011,10,13,11,10,10:50,Luoteis,0,9,13,na
2011,10,13,11,15,11:00,Pohjois,0,8,14,na
2011,10,13,11,20,11:00,Pohjois,0,8,14,na
2011,10,13,11,25,11:10,Pohjois,0,7,12,na
2011,10,13,11,30,11:10,Pohjois,0,7,12,na
2011,10,13,11,35,11:20,Luoteis,0,8,13,na
2011,10,13,11,40,11:20,Luoteis,0,8,13,na
2011,10,13,11,45,11:30,Luoteis,0,7,12,na
2011,10,13,11,50,11:30,Luoteis,0,7,12,na
2011,10,13,11,55,11:40,Pohjois,0,8,13,na
2011,10,13,12,0,11:40,Pohjois,0,8,13,na
2011,10,13,12,10,11:50,Pohjois,0,7,14,na
2011,10,13,12,20,12:00,Pohjois,0,6,11,na
2011,10,13,12,30,12:10,Pohjois,0,6,11,na
2011,10,13,12,35,12:20,Pohjois,0,6,12,na
2011,10,13,12,40,12:20,Pohjois,0,6,12,na
2011,10,13,12,45,12:30,Luoteis,0,8,14,na
2011,10,13,12,50,12:30,Luoteis,0,8,14,na
2011,10,13,13,0,12:40,Pohjois,0,7,13,na
2011,10,13,13,5,12:50,Pohjois,0,7,13,na
