2011,10,12,0,0,23:50,Länsi,0,7,8,6,8
2011,10,12,0,5,23:50,Länsi,0,7,8,6,8
2011,10,12,0,10,0:00,Länsi,0,6,8,6,7
2011,10,12,0,15,0:00,Länsi,0,6,8,6,7
2011,10,12,0,20,0:10,Länsi,0,6,7,6,6
2011,10,12,0,25,0:10,Länsi,0,6,7,6,6
2011,10,12,0,30,0:10,Länsi,0,6,7,6,6
2011,10,12,0,35,0:20,Länsi,0,6,8,6,6
2011,10,12,0,40,0:20,Länsi,0,6,8,6,6
2011,10,12,0,45,0:30,Länsi,0,6,7,6,5
2011,10,12,0,50,0:30,Länsi,0,6,7,6,5
2011,10,12,0,55,0:40,Länsi,0,6,7,6,6
2011,10,12,1,0,0:50,Länsi,0,7,8,6,7
2011,10,12,1,5,0:50,Länsi,0,7,8,6,7
2011,10,12,1,10,0:50,Länsi,0,7,8,6,7
2011,10,12,1,15,1:00,Länsi,0,7,8,6,7
2011,10,12,1,20,1:00,Länsi,0,7,8,6,7
2011,10,12,1,25,1:10,Länsi,0,6,8,6,7
2011,10,12,1,30,1:10,Länsi,0,6,8,6,7
2011,10,12,1,35,1:20,Länsi,0,6,7,6,8
2011,10,12,1,40,1:20,Länsi,0,6,7,6,8
2011,10,12,1,45,1:30,Länsi,0,6,7,6,8
2011,10,12,1,50,1:30,Länsi,0,6,7,6,8
2011,10,12,1,55,1:40,Länsi,0,6,8,6,7
2011,10,12,2,0,1:40,Länsi,0,6,8,6,7
2011,10,12,2,5,1:50,Länsi,0,6,7,6,6
2011,10,12,2,10,1:50,Länsi,0,6,7,6,6
2011,10,12,2,15,2:00,Länsi,0,6,7,6,6
2011,10,12,2,20,2:00,Länsi,0,6,7,6,6
2011,10,12,2,25,2:10,Länsi,0,6,8,6,6
2011,10,12,2,30,2:20,Länsi,0,6,7,6,7
2011,10,12,2,35,2:20,Länsi,0,6,7,6,7
2011,10,12,2,40,2:20,Länsi,0,6,7,6,7
2011,10,12,2,45,2:30,Länsi,0,6,7,7,1
2011,10,12,2,50,2:30,Länsi,0,6,7,7,1
2011,10,12,2,55,2:40,Länsi,0,6,7,7,2
2011,10,12,3,0,2:40,Länsi,0,6,7,7,2
2011,10,12,3,5,2:40,Länsi,0,6,7,7,2
2011,10,12,3,10,3:00,Länsi,0,7,8,7,5
2011,10,12,3,15,3:00,Länsi,0,7,8,7,5
2011,10,12,3,20,3:10,Länsi,0,6,7,7,6
2011,10,12,3,25,3:10,Länsi,0,6,7,7,6
2011,10,12,3,30,3:20,Länsi,0,6,7,7,6
2011,10,12,3,35,3:20,Länsi,0,6,7,7,6
2011,10,12,3,40,3:30,Länsi,0,6,7,7,4
2011,10,12,3,45,3:30,Länsi,0,6,7,7,4
2011,10,12,3,50,3:40,Länsi,0,5,7,7,2
2011,10,12,3,55,3:40,Länsi,0,5,7,7,2
2011,10,12,4,0,3:50,Länsi,0,6,8,6,7
2011,10,12,4,5,3:50,Länsi,0,6,8,6,7
2011,10,12,4,10,3:50,Länsi,0,6,8,6,7
2011,10,12,4,15,4:00,Luoteis,0,5,7,6,4
2011,10,12,4,20,4:10,Länsi,0,6,8,6,2
2011,10,12,4,25,4:10,Länsi,0,6,8,6,2
2011,10,12,4,30,4:20,Länsi,0,6,8,6,1
2011,10,12,4,35,4:20,Länsi,0,6,8,6,1
2011,10,12,4,40,4:20,Länsi,0,6,8,6,1
2011,10,12,4,45,4:30,Länsi,0,6,8,5,9
2011,10,12,4,50,4:30,Länsi,0,6,8,5,9
2011,10,12,4,55,4:40,Länsi,0,5,7,5,7
2011,10,12,5,0,4:50,Länsi,0,4,6,5,7
2011,10,12,5,5,4:50,Länsi,0,4,6,5,7
2011,10,12,5,10,5:00,Länsi,0,4,5,5,7
2011,10,12,5,15,5:00,Länsi,0,4,5,5,7
2011,10,12,5,20,5:10,Länsi,0,4,5,5,9
